Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Calories
dash,Spicy Maple and Rum Tottie,world,0.26,12.87,0.12,53.599999999999994
dash,Orange-Asparagus Salad,french,6.54,27.63,9.58,222.9
dash,Baked Chicken,american,108.97,0.86,48.36,874.56
dash,Spicy Deviled Eggs,italian,66.49,6.44,94.97,1146.45
dash,Blackberry Smash,world,0.55,17.19,0.17,72.49000000000001
dash,Persimmons Grand Marnier,world,0.53,17.02,11.72,175.68
dash,Simple cheeseburger and handcut fries,american,44.37,110.53,64.95,1204.15
dash,Mimosa Granita,world,2.77,140.8,0.74,580.94
dash,Cupid's Cider Cocktail,world,0.12,7.71,0.1,32.22
dash,Ultimat Sparkler,world,0.32,16.32,0.08,67.28
dash,Roasted Delicata with Bacon-Shallots and Pomegranate,american,32.85,132.06,45.75,1071.3899999999999
dash,Virgin Mary,american,10.81,56.54,3.63,302.07
dash,Mashed Rutabagas recipes,american,10.22,43.35,5.28,261.8
dash,New Cuban,world,3.0,17.62,0.07,83.11
dash,Pisco Sour Recipe,world,3.0,18.13,0.06,85.06
dash,Remontel Toddy Recipe,world,0.98,25.76,0.29,109.57000000000001
dash,Emerald Martini,world,0.48,18.37,0.21,77.29
dash,Grilled Asparagus Rafts,chinese,8.25,13.59,7.87,158.19
dash,Summer's Delight,world,1.46,40.52,0.37,171.25000000000003
dash,Garden Fresh Israeli Couscous,middle eastern,34.49,205.58,30.03,1230.5500000000002
dash,Rosemary Roasted Almonds,french,0.68,1.98,14.59,141.95
dash,Red Snapper,world,0.69,4.5,0.22,22.74
dash,Vanilla Bean Crème Brûlée,french,52.16,163.36,53.35,1342.23
dash,The Yellow Jacket Recipe,world,0.23,22.03,0.18,90.66000000000001
dash,Tippled Red Wine Linguine,french,76.67,195.98,76.25,1776.85
dash,Hungry Girl’s Spiced Apple Salad,south american,2.86,20.04,4.11,128.59
dash,Meatloaf Muffins,american,88.25,29.18,97.16,1344.1599999999999
dash,Knickerbocker Swizzle,world,1.34,33.32,0.22,140.62
dash,Cashew-Crusted Tilapia With Wild Rice,mediterranean,13.7,46.89,12.95,358.91
dash,Pok Pok's Rhubarb Blush Recipe,south east asian,0.14,3.16,0.02,13.38
dash,Poor Man's Soup,american,28.98,93.73,10.66,586.78
dash,Garlic Herb Chicken,mediterranean,103.2,8.17,21.79,641.59
dash,Blue Cheese Dressing recipes,american,18.7,8.48,23.38,319.14
dash,Faux Fried Chicken,american,38.07,117.44,13.4,742.64
dash,Butternut Souffle,italian,6.17,20.92,4.17,145.89000000000001
dash,Chicken chow mein,italian,98.55,134.91,37.38,1270.26
dash,The Lion's Tail Recipe,world,0.92,16.29,1.24,80.0
dash,Sesame Chicken,chinese,138.91,86.9,83.5,1654.74
dash,Grandmother's Banana Pudding,british,38.24,293.61,29.81,1595.69
dash,Come Fly With Us,world,0.34,17.03,0.09,70.29
dash,Portmanteau Cocktail Recipe,world,0.34,11.73,0.12,49.36
dash,The Chanel 75 Cocktail,world,0.09,14.0,0.04,56.72
dash,Pink Passion,world,0.07,14.77,0.09,60.17
dash,Gazpacho,mediterranean,4.24,15.49,0.59,84.23
dash,Easy Roasted Potatoes With Garlic Recipe,american,33.27,276.96,74.64,1912.6799999999998
dash,Sparkling Julep,world,0.12,18.16,0.01,73.21000000000001
dash,Rusty Gate,world,0.04,3.03,0.03,12.549999999999999
dash,Chicken with Black Bean Salsa,mexican,47.6,34.91,18.33,495.00999999999993
dash,Zombie Cocktail Recipe,american,0.79,9.05,0.22,41.339999999999996
dash,Warm Turnip Spread,french,12.56,30.23,20.62,356.74
dash,Peanut Butter Macaroons,french,24.82,163.56,66.47,1351.75
dash,Whiskey Cream Sauce,world,5.7,12.43,79.33,786.49
dash,Porcini Mushroom Risotto,italian,37.1,179.31,79.93,1585.0100000000002
dash,Chocolate Coconut Nests with Jelly Bean Eggs Recipe,french,10.45,97.09,51.51,893.75
dash,Chicken Sausage And Potato Skillet,american,20.94,65.36,19.01,516.29
dash,Raw Vegan Coconut Macaroons,american,31.57,95.83,112.34,1520.66
dash,Lithuanian Summer Borscht,south east asian,42.28,128.69,25.92,917.1600000000001
dash,Don't Mind If I Do Recipe,world,0.1,18.79,0.06,76.10000000000001
dash,Fennel-Mint Green Mix recipes,mediterranean,0.72,2.17,0.6,16.959999999999997
dash,Korean Hwayo Negroni,world,0.02,0.86,0.0,3.52
dash,Mint Cream Dream,french,78.0,157.1,73.96,1606.04
dash,Apple Pie Grilled Cheese Sandwich recipes,american,20.42,63.28,44.17,732.33
dash,Espresso Crème Brûlée,french,55.77,186.45,49.84,1417.44
dash,Spiced Oven Fries,american,11.23,93.43,14.7,550.94
dash,The Pessimist's Requiem,world,0.21,33.93,0.15,137.91
dash,Baby Takes a Nap Recipe,world,0.0,10.48,0.0,41.92
dash,Cold Pudding with Bulgur Grain,british,49.03,116.12,148.69,1998.81
dash,Celery & Blue Cheese Dip with Tomato Juice,american,10.32,10.65,9.37,168.20999999999998
dash,Spiked Vanilla Chai Froth,world,1.49,20.07,2.87,112.07
dash,Roasted Asparagus with Balsamic Browned Butter,american,11.22,20.01,23.66,337.86
dash,Thai spinach bites,south east asian,8.83,36.33,9.66,267.58
dash,Raw Kale Shiitake Salad recipes,mediterranean,10.38,22.63,38.08,474.76
dash,Lime Scallops,mediterranean,110.91,53.3,45.31,1064.6299999999999
dash,Cheddar Ginger Wafers Recipe,american,64.84,109.96,123.89,1814.21
dash,Lemon & Walnut Crusted Cod,american,47.49,17.28,44.54,659.94
dash,Cranberry-Whiskey Sour Slush,world,1.93,258.75,0.7,1049.02
dash,Carpaccio of Cherries with Creme Fraiche,french,1.72,22.07,11.15,195.51
dash,Chicken with Apricot Dijon Mustard,french,104.02,118.15,12.87,1004.5100000000001
dash,10-Minute Egg Drop Soup,chinese,43.17,69.38,42.96,836.8399999999999
dash,Scottish Breakfast,world,0.6,11.14,10.5,141.46
dash,Hibiscus Mojito recipes,caribbean,0.24,82.21,0.07,330.42999999999995
dash,Hand-Formed Parmesan Tater Tots,italian,36.61,85.51,30.3,761.1800000000001
dash,Fines-Herbes Omelet: Conventional and Classic,french,19.4,4.6,20.42,279.78000000000003
dash,Patriots Punch,world,0.13,16.28,0.1,66.54
dash,Prairie Fizz,world,0.59,15.67,0.17,66.57000000000001
dash,Couscous with Orange,italian,9.97,54.46,0.5,262.22
dash,Champagne and Summer Fruit Wedding Jelly recipes,french,24.82,70.45,0.26,383.42
dash,Tennessee Hollow,world,0.04,1.12,0.0,4.640000000000001
dash,Kerouac Cocktail,american,0.18,8.32,0.1,34.9
dash,Roasted Cedar-Plank Salmon with Mustard-Maple Glaze,nordic,149.32,77.47,41.86,1283.9
dash,Honeyed Cherry Daiquiri,world,0.85,31.88,0.17,132.45
dash,Summer-Squash Bowl,caribbean,47.7,18.17,24.89,487.49
dash,Grilled Fuji-n-Chick 'Wich,american,38.03,41.48,24.15,535.39
dash,Fresh Peach Salsa,mexican,5.4,59.11,1.47,271.27000000000004
dash,Beet and Hearts of Palm Salad Recipe,mediterranean,20.58,34.45,14.46,350.26
dash,Lemon-Blueberry with Mascarpone Oatmeal,american,7.57,40.93,9.9,283.1
dash,Green Beans with Caramelized Onions,italian,9.98,70.43,23.38,532.0600000000001
dash,Original Ranchandreg; Pork Chops,american,106.57,19.57,35.82,826.9399999999999
dash,The White Gold of Norway?!,french,47.49,17.28,44.54,659.94
dash,Apple Cinnamon Turnovers,middle eastern,13.99,155.78,36.19,1004.79
dash,Spicy Chicken Salad,south american,52.15,3.69,6.73,283.93
dash,"Strawberry, Arugula, And Goat Cheese Pizza",italian,51.79,191.02,56.56,1480.28
dash,Hasselback Eggplant Parmesan,american,139.61,159.23,148.51,2531.95
dash,Intro to Aperol Recipe,french,0.11,8.19,0.05,33.65
dash,Cauliflower Canapés,mediterranean,39.8,171.75,77.97,1547.93
dash,"grilled rock cod with miso, leek, and nectarine compote",japanese,67.22,66.34,33.57,836.37
dash,Pépa (Cognac And Vodka Cocktail),world,0.12,2.12,0.02,9.14
dash,Original Martini,american,0.1,6.69,0.01,27.25
dash,The Cherry Bomb,world,1.03,19.76,0.23,85.23000000000002
dash,Super Breakfast Burritos,mexican,76.58,143.62,61.97,1438.53
dash,Paloma Point (Mezcal Negroni With Grapefruit) Recipe,world,0.21,2.96,0.03,12.95
dash,Smoky Iced Tea and Whiskey Cooler Recipe,british,0.13,11.37,0.15,47.35
dash,Prosciutto-Melon Toast,italian,9.18,18.61,7.48,178.48000000000002
dash,Breaded Chicken Fingers,american,102.95,36.31,43.9,952.1399999999999
dash,"Dark Chocolate, Chia, and Cherry Pecan Bar",american,10.48,94.15,67.01,1021.6100000000001
dash,Cucumber-Radish Salad,south american,9.69,28.35,2.38,173.57999999999998
dash,Grilled Corn Casserole,american,16.45,80.78,103.62,1321.5
dash,The Scarlet Snake Cocktail,world,1.6,12.84,0.12,58.839999999999996
dash,Ghanaian Inspired Black Eye Pea's,american,31.83,58.2,16.77,511.05
dash,Time for a Drink: Hai Karate Recipe,world,0.42,13.38,0.11,56.190000000000005
dash,Simple Cucumber Salad,american,2.63,17.19,6.21,135.17000000000002
dash,Fresh Mint Ice Cream,french,29.59,187.4,46.72,1288.44
dash,Rise and Shine,american,21.19,27.6,20.95,383.71000000000004
dash,Microwave Brownie in a Mug (single serving) Recipe recipes,french,3.74,55.72,29.63,504.51
dash,Bloody Mary,world,0.92,5.55,0.3,28.58
dash,Three Onion Mac and Cheese,american,113.95,285.32,126.13,2732.25
dash,Gin-To-The-Fire,american,0.19,9.84,0.08,40.839999999999996
dash,Spicy Butterscotch Pudding,british,15.18,110.08,47.34,927.1
dash,Savory Chinese Soybean Milk Soup,chinese,57.41,157.76,96.96,1733.32
dash,Tomatillo-Avocado Salsa Fresca Recipe,south american,6.28,35.79,24.24,386.44
dash,Strega's Walnut Manhattan,world,0.2,9.32,0.08,38.8
dash,Oregon Thanksgiving Special Recipe,world,0.77,0.8,0.02,6.46
dash,Spicy Haddock Fish Cakes,mediterranean,102.58,164.23,3.68,1100.3600000000001
dash,Scotch Bonnet Marmalade Cocktail,world,0.34,22.14,0.13,91.09
dash,Zucchini Custards with Tomatoes and Basil,italian,71.88,86.68,47.81,1064.53
dash,Skinnygirl Sweet Potato Pie Cocktail,world,1.1,20.76,4.2,125.24000000000001
dash,Ring-My-Bella Mushroom Sandwich,american,15.21,40.5,28.64,480.6
dash,City Lights,world,1.86,13.12,0.2,61.71999999999999
dash,Blackwood's Gin Spring,world,0.58,14.85,0.17,63.25
dash,Individual Sausage Casseroles recipes,british,134.95,21.16,121.68,1719.56
dash,Sammy’s Maui Mama,world,0.49,20.96,0.15,87.14999999999999
dash,Toasted Paprika Chickpeas,mediterranean,30.39,99.03,28.82,777.0600000000001
dash,The Prince Of Wales' Cocktail,world,0.31,9.79,0.06,40.94
dash,Bloody Mary-Flavored Gazpacho Recipe,american,10.49,52.84,110.43,1247.19
dash,Meat Lite: Lentil Sausage Ragout,middle eastern,81.5,181.04,71.26,1691.5
dash,Bacon Cheddar Frittata,italian,37.88,9.08,56.85,699.49
dash,Bourbon-Caramel Truffles,american,11.06,141.96,46.94,1034.54
dash,Swiss Chard with Garlic and Oregano,eastern europe,5.33,11.86,5.1,114.66
dash,Bourbon Renewal Recipe,world,0.33,19.7,0.13,81.28999999999999
dash,French Toast ‘n’ Cheese Sandwich,french,15.51,60.45,29.26,567.1800000000001
dash,Caramel Pears,american,2.06,97.72,0.56,404.16
dash,Turmeric Carrot Spread,mediterranean,7.34,31.2,44.58,555.38
dash,Ruby Can't Fail,world,0.31,13.35,0.07,55.27
dash,Dinner Tonight: Chipped Beef Gravy,american,27.23,46.93,24.22,514.62
dash,Crunchy Snow Peas with Toasted Almonds,american,17.31,44.63,37.23,582.8299999999999
dash,Pommes De Terre En Robe Des Champs,mediterranean,40.14,259.98,40.45,1564.53
dash,Cheddar Potato Casserole,italian,20.46,122.46,48.55,1008.6299999999999
dash,Sweet-and-Sour Almond Chicken,chinese,22.41,30.71,7.18,277.1
dash,Sunchoke Chips with Warm Blue-Cheese Dip,american,52.84,171.55,50.66,1353.5
dash,Blue Cheese-Topped Pork Chops,mediterranean,129.81,4.35,102.9,1462.74
dash,Sensational Turkey Noodle Soup,american,65.4,50.29,16.52,611.44
dash,Velvety Bittersweet Chocolate Pudding,british,26.76,207.68,74.93,1612.13
dash,Guacamole,mexican,18.66,86.54,118.41,1486.49
dash,Turkey Caesar Sandwich recipes,american,30.13,29.58,19.5,414.34
dash,Pots De Creme A L’orange,french,36.91,221.5,123.57,2145.7699999999995
dash,Grilled Asparagus Rafts,british,12.59,21.26,8.11,208.39
dash,Fennel Coleslaw,mediterranean,8.9,64.51,1.39,306.15000000000003
dash,Fire Roasted Tomato Soup,american,8.14,40.92,29.6,462.64000000000004
dash,Pickled Cucumber and Onion Appetizer,american,12.86,94.98,10.46,525.5
dash,The Rosita,american,0.02,0.77,0.0,3.16
dash,"Lime, Soy, and Maple Drizzle",american,2.37,32.94,7.83,211.70999999999998
dash,Coconut Meringues,french,13.19,110.55,14.37,624.29
dash,"Vidalia Onion Burger with Honeydew Melon, Caramelized Onions and Goat Cheese",american,108.71,170.01,117.39,2171.39
dash,Pumpkin Maple Milkshake,american,1.87,21.6,4.41,133.57
dash,Jicama Salad With Cucumber And Lime,mexican,6.54,70.37,0.97,316.37000000000006
dash,Cherry-Grapefruit Basil Sorbet,american,6.69,193.45,1.25,811.81
dash,Muckraker Punch Recipe,world,0.17,11.19,0.11,46.43
dash,Overnight Quinoa Pudding,british,32.93,142.61,20.24,884.32
dash,Lemon Verbena-Buttermilk Sherbet,british,20.83,234.28,5.53,1070.21
dash,Kim in the Swim,american,0.19,23.46,0.04,94.96000000000001
dash,Turkey Caesar Sandwich,american,30.09,29.48,19.49,413.69
dash,Chocolate Chip Meringues with Strawberries,american,4.63,46.28,3.72,237.12
dash,"100-Year-Old Cigar (Rum, Scotch, and Cynar Cocktail) Recipe",world,0.03,9.13,0.09,37.45
dash,Hot Crab Dip Recipe,american,44.74,13.73,112.39,1245.3899999999999
dash,Kicked Up Out of the Can French Onion Soup,french,66.72,185.0,40.84,1374.44
dash,Spinach Oshitashi Style recipes,american,21.28,26.44,5.36,239.12
dash,Kimchi Avocado Quesadilla recipes,mexican,60.22,68.31,112.34,1525.18
dash,Golden Yellow Mustard,american,9.35,27.11,39.38,500.26
dash,Fall Classic,american,2.59,115.57,0.83,480.11
dash,Roasted Fish Sauce Brussels Sprouts,italian,38.73,144.8,29.92,1003.4000000000001
dash,Cheese & Chutney Tostados,indian,59.66,66.27,43.85,898.37
dash,Butternut Squash 'Chawanmushi',south east asian,31.57,47.15,18.66,482.82
dash,Goguma Twigim (Pan-Fried Sweet Potatoes),american,19.05,173.92,28.42,1027.66
dash,Chocolate-Hazelnut Meringue Kisses,british,21.28,207.12,32.13,1202.77
dash,Grilled Steak and Onion Salad,mediterranean,105.7,47.67,75.37,1291.81
dash,Stir-Fried Shrimp With Snow Peas And Ginger,chinese,98.51,20.68,31.74,762.42
dash,Martha's Sandwich with Bitter Greens recipes,american,51.45,99.25,42.49,985.21
dash,Mashed Potatoes and Parsnips,american,28.46,227.57,44.81,1427.4099999999999
dash,Smooth guacamole,mexican,8.77,59.99,23.14,483.3
dash,Creamy Broccoli Soup recipes,american,22.52,56.59,18.39,481.95
dash,West Indies Salad,french,83.88,39.07,112.79,1506.9099999999999
dash,Parmesan Shrimp Quesadillas,mexican,96.53,80.5,75.63,1388.79
dash,Le Bleu Glacier,world,0.19,5.71,0.05,24.05
dash,Roasted Root Vegetable Soup with Grilled Cheese Croutons,american,80.42,267.79,85.29,2160.4500000000003
dash,Glazed Aebleskivers,american,32.85,242.76,64.39,1681.95
dash,Singapore Sling,south east asian,1.52,99.02,0.39,405.66999999999996
dash,Slushies For Grownups,world,2.01,85.23,0.78,355.98
dash,Kitchen Sink Vegetable Lasagna with Spiced Tofu Cream Sauce,italian,144.81,168.57,118.63,2321.19
dash,Gazpacho of Cucumber and Fennel with Tomato Sorbet Recipe,mediterranean,16.22,161.66,56.54,1220.38
dash,Maui's Hot Dog Soprano,american,25.56,19.2,67.0,782.04
dash,Test Pilot,world,0.09,20.31,0.07,82.22999999999999
dash,Pineapple Sage Mojito,world,0.87,20.62,0.71,92.35000000000001
dash,Danish Hakkebøf with Soft Onions - Hakkebøf med Bløde Løg,nordic,25.53,50.33,40.86,671.1800000000001
dash,Indian-Spiced Cashews,american,26.32,78.92,70.76,1057.8000000000002
dash,Ultra Creamy Mashed Potatoes,american,45.32,217.52,71.01,1690.4500000000003
dash,Pisco Sour,south american,0.3,206.45,0.04,827.36
dash,The Singapore Sling,south east asian,0.28,20.08,0.14,82.7
dash,Shallot Parsley Dip,american,22.8,20.99,19.91,354.35
dash,Roti with Curried Filling,indian,50.34,204.19,22.93,1224.49
dash,Roasted Raw Bananas,american,8.11,80.46,75.44,1033.24
dash,Grilled Breadsticks,american,4.36,14.07,12.97,190.45
dash,Test Pilot Recipe,world,0.06,10.68,0.01,43.050000000000004
dash,Kastel's Pumpkin Punch Cocktail Recipe,american,0.48,19.07,0.18,79.82000000000001
dash,Spinach and Feta Puff Pastry Bites,mediterranean,27.72,36.65,36.38,584.9000000000001
dash,Drunken Cranberry-Orange Relish,world,4.94,230.76,5.56,992.8399999999999
dash,Thai Iced Tea Ice Cream,south east asian,55.92,248.18,145.6,2526.8
dash,Absinthe and Old Lace Cocktail Recipe,american,3.19,17.14,5.47,130.55
dash,The Pink Drink,world,2.87,52.66,0.6,227.51999999999998
dash,Manhattan Ice Cream Float,american,26.99,198.89,146.97,2226.25
dash,Campbell's Classic Green Bean Casserole,south east asian,25.26,147.27,63.74,1263.78
dash,"Twice Baked Sweet Potatoes with Rosemary, Gruyere and Coffee Spiced Pecans",american,14.69,85.49,46.72,821.2
dash,Prosciutto-Wrapped Shrimp with Bourbon Barbecue Sauce recipes,american,83.39,95.48,45.97,1129.21
dash,The Bijou,world,0.03,5.34,0.04,21.84
dash,Iceberg Salad With Benihana Ginger Dressing,mediterranean,11.46,57.99,55.89,780.81
dash,Sensational Turkey Noodle Soup,american,65.41,49.96,16.52,610.1600000000001
dash,Seared Salmon,nordic,81.1,1.38,59.35,864.0699999999999
dash,Shaved Brussels Sprouts Salad,american,21.91,69.71,44.26,764.8199999999999
dash,Stir-Fried Beef with Tomato and Basil,chinese,60.87,41.45,75.79,1091.3899999999999
dash,Seared Salmon With Cinnamon And Chili Powder,nordic,81.1,1.38,59.35,864.0699999999999
dash,Spinach-Artichoke Potato Topper,mediterranean,19.57,115.32,67.56,1147.6
dash,Basil Butter Broiled Oysters,american,115.45,63.68,119.49,1791.9299999999998
dash,East India Cocktail,american,0.08,10.95,0.02,44.3
dash,Au Gratin Potatoes (Scalloped Potatoes),french,89.15,279.78,129.73,2643.29
dash,Asian Salmon Burgers with Grilled Scallions recipes,nordic,95.73,13.53,81.57,1171.1699999999998
dash,Cilantro Grilled Chicken Breast,mediterranean,105.17,13.32,132.24,1664.1200000000001
dash,Roasted Brussels Sprouts and Chestnuts,american,26.1,140.25,33.81,969.69
dash,Grandma Dora’s Chopped Liver,kosher,108.64,19.45,75.73,1193.93
dash,Smoked Tuna Dip,american,47.69,2.4,15.61,340.85
dash,Savory Green Apple Salad,american,4.25,29.14,19.39,308.07
dash,Blue Cheese Turkey Rolls,american,30.85,3.56,31.32,419.52
dash,Blackberry Mary,world,1.19,17.3,0.35,77.11000000000001
dash,Chicken Stir Fry,chinese,124.52,11.77,42.06,923.7
dash,Decadent Skinny Slaw,american,8.93,54.21,45.49,661.97
dash,Pasion Andina,world,0.69,27.55,0.22,114.94000000000001
dash,Mellow Yellow Spaghetti Squash Casserole,italian,65.58,267.24,43.81,1725.57
dash,El Chupacabra,mediterranean,4.02,54.42,0.82,241.14
dash,Quick tomato soup with cheesy garlic dippers,american,41.38,87.13,41.62,888.6199999999999
dash,Quinoa and Black eyed pea salad,american,30.28,151.97,39.21,1081.8899999999999
dash,Corn Fritters a la New England,american,27.97,159.14,20.77,935.3699999999999
dash,Louisiana Crab Cakes,french,44.18,47.47,26.8,607.8000000000001
dash,Lemony Kale and Roasted Mushroom Salad with Pecans recipes,american,31.75,83.78,100.03,1362.3899999999999
dash,Easy Green Chile Quesadilla Recipe With Sprouted Corn Tortillas,mexican,34.34,48.42,50.87,788.87
dash,Mediterranean Pasta Shells,mediterranean,38.58,168.61,42.05,1207.21
dash,Rum-Raisin Rice Pudding,british,21.66,175.77,25.54,1019.58
dash,Mini ginger latkes with dipping sauce,italian,35.33,118.37,16.72,765.28
dash,Butternut Squash and Bacon Bloody Mary,american,2.09,19.71,0.57,92.33
dash,Seared Salmon with Cinnamon and Chile Powder,nordic,81.1,1.38,59.35,864.0699999999999
dash,Smoked Salmon Spread,nordic,43.65,13.74,106.8,1190.76
dash,Egg fried rice with tomatoes,chinese,34.1,111.44,45.35,990.31
dash,Chile Hold The Beans Add The Vegs,mexican,117.27,71.13,26.36,990.8399999999999
dash,Low-Fat Warm Eggnog,british,31.97,105.23,14.15,676.15
dash,Guinness Float,american,29.8,130.28,127.51,1787.9100000000003
dash,Edible Pantries Recipe,world,0.01,2.55,0.0,10.239999999999998
dash,Raw Chocolate Mousse,american,14.37,132.29,62.11,1145.63
dash,Easy Green Bean Casserole,italian,21.41,139.31,58.84,1172.44
dash,Grilled shrimp with olives and feta,mediterranean,67.66,9.4,70.22,940.22
dash,"Roasted Chicken Butternut Squash, Potatoes and Leeks",american,49.4,116.2,26.29,899.01
dash,Don't Be Sour,french,2.96,21.57,0.1,99.02000000000001
dash,Guy Fieri's Fried Plantains with Sweet Heat,south american,11.84,206.46,120.46,1957.34
dash,Beef and Vegetable Kabob,middle eastern,98.58,18.15,87.59,1255.23
dash,Sweet & Spicy Roasted Carrots,south american,6.09,76.45,30.24,602.3199999999999
dash,Apple-Bacon Egg Bake,american,43.18,48.95,76.63,1058.19
dash,Balsamic-glazed scallops,mediterranean,83.39,33.31,49.65,913.65
dash,Grilled Mango and Marinated Sirloin Kebabs,american,115.86,96.18,25.33,1076.13
dash,Caesar Dressing recipes,american,12.08,6.85,64.18,653.3400000000001
dash,Hot Artichoke-Parmesan Spread,mediterranean,70.23,52.11,60.7,1035.66
dash,"Spicy, Smoky Homemade Kale Chips",south american,11.21,23.5,36.59,468.1500000000001
dash,Classic Chicken Salad recipes,american,26.47,2.52,28.67,373.99
dash,Pad See Ew,south east asian,28.98,155.63,65.99,1332.35
dash,Lobster With Thermidor Butter,american,70.84,21.45,128.56,1526.2
dash,Roasted Tomato Hummus,mediterranean,42.35,128.35,50.71,1139.19
dash,Sauteed fiddlehead ferns,french,25.99,32.7,29.31,498.54999999999995
dash,Spicy Green Bean Salad,mediterranean,20.84,120.41,47.94,996.46
dash,Drinking in Season: Cranberry Crush Recipe,american,0.44,218.38,0.13,876.4499999999999
dash,Lemon Linguine recipes,italian,73.7,184.16,57.89,1552.45
dash,Caesar Brussels Sprouts Salad with Almonds,american,22.56,39.91,35.15,566.23
dash,Quinoa Eetch (Red Quinoa Tabouli),middle eastern,35.52,169.51,28.17,1073.65
dash,Strawberry Love Dessert And Its Coconut Cream,french,16.52,119.84,76.99,1238.35
dash,Chocolate and Berry-Covered Meringue,american,21.74,252.41,15.87,1239.4299999999998
dash,Chinese Vegetarian Chicken,chinese,39.62,67.92,56.91,942.3499999999999
dash,"Sautè of Liver, Bacon, and Shallots",central europe,103.84,59.26,145.62,1962.98
dash,Roasted Fig Cocktail Recipe,mediterranean,5.0,135.28,1.88,578.04
dash,Apple and Cashew Spread Sandwich,mediterranean,15.98,54.71,33.77,586.69
dash,Sweet Heat Green Beans,south east asian,7.14,35.39,24.66,392.06
dash,Cold Japanese Soba Noodles with Green Onion,asian,38.9,150.13,9.94,845.58
dash,Ginger-Glazed Grilled Carrot And Pea Shoot Salad,south american,7.59,73.68,28.64,582.84
dash,The Chicago Hot Dog,american,12.32,38.71,14.84,337.68
dash,Chipotle-Honey Roast Cauliflower with Basil,mediterranean,13.16,90.45,43.85,809.09
dash,Lump Crab Cakes from Bowens Island,american,94.81,57.85,131.8,1796.8400000000001
dash,Cheddar and Pumpkin-seed Oatcakes,mediterranean,43.5,92.78,61.37,1097.4499999999998
dash,Pesto Cottage Cheese Dip,american,86.52,298.87,131.06,2721.1
dash,Fig-Pecan Macaroons,american,18.18,249.45,78.93,1780.89
dash,Cilantro Chicken Milanese with Raita recipes,american,132.73,97.51,89.35,1725.1100000000001
dash,Fig & Squash Blossom Salad,mexican,6.35,30.01,46.25,561.69
dash,Cheater Baked beans,american,50.04,263.64,37.63,1593.39
dash,Grilled Plum & Strawberry Skewers with Sweet Mint Pesto,american,8.83,56.42,24.92,485.28000000000003
dash,Memphis Magic,american,3.89,39.52,35.41,492.3299999999999
dash,“Gypsy” Celebration Soup,south american,79.32,295.36,55.55,1998.67
dash,Fresh Mint Ice Cream,french,28.01,205.21,44.29,1331.49
dash,The Blood Orange Marmalade Sour,world,1.68,25.24,0.08,108.39999999999999
dash,Spiced Butternut Soup with Crab,south american,52.77,79.05,8.49,603.6899999999999
dash,Summer Spaghetti,italian,89.64,160.8,82.64,1745.52
dash,Roasted Cumin-Rubbed Snapper,mediterranean,123.34,66.65,66.84,1361.52
dash,Strawberry Yogurt Tartelette,american,48.96,185.03,50.98,1394.78
dash,Carmelized onion with bacon and green apple dip/spread,american,22.08,49.91,91.59,1112.27
dash,Frosted Cauliflower Recipe,american,32.93,20.61,112.92,1230.44
dash,Black Skillet Cornbread,american,72.12,264.58,101.56,2260.84
dash,The Awesome-Est Blueberry Muffins,american,18.65,286.51,135.67,2441.67
dash,Frog Legs with Garlic and Parsley,french,89.79,6.43,21.01,573.97
dash,Maple Water Golden Milk,american,0.41,4.7,27.34,266.5
dash,Scallops beurre blanc,french,19.13,25.49,102.68,1102.6000000000001
dash,Spiced-Pomegranate Poached Pears,american,6.72,108.36,20.4,643.92
dash,Alexander McCream Spiced Pumpkin Ice Cream,american,15.35,136.14,59.35,1140.11
dash,Orange Sling,french,0.35,40.21,0.33,165.21
dash,Viewing Party Cocktail: A Brief History of Thyme,world,0.6,11.19,0.29,49.769999999999996
dash,Deviled ‘Guacamole’ Eggs Dip,south american,46.05,15.74,64.83,830.63
dash,Salmon Ceviche with Avocado and Ginger Recipe,nordic,74.69,31.41,75.43,1103.27
dash,Peach and Cardamon Crisp,american,11.19,171.65,48.76,1170.2
dash,Blood Mary Pickles,world,6.64,43.62,1.55,214.98999999999998
dash,"Stuffed Red Peppers ,Creole.",american,26.61,84.66,41.17,815.61
dash,Red Hot Apple Pie in a Mug,french,6.73,121.93,42.92,900.9200000000001
dash,Sweet-and-Spicy Yogurt,mediterranean,21.83,14.19,15.88,287.0
dash,Cucumber Dill Yogurt Salad recipes,american,16.59,56.3,9.33,375.53
dash,Heirloom Tomato with Mango Vinaigrette on a Toasted Baguette,american,75.82,261.78,138.47,2596.63
dash,Homegrown Microgreens Salad recipes,american,9.83,36.62,47.89,616.81
dash,Tomatillo Corn Salsa Recipe,south american,4.85,35.43,2.54,183.98000000000002
dash,Eat for Eight Bucks: Roasted Tomato Quesadillas with Cilantro Cream Recipe,mexican,47.77,95.1,93.53,1413.25
dash,Balsamic Onion and Thyme Carrots,american,6.59,66.0,28.25,544.61
dash,Butternut Bowl o' Soup,south american,23.21,151.88,15.54,840.22
dash,"Roast Beef, Arugula, and Pickled Onion Wrap",american,19.61,46.91,10.93,364.45
dash,Honey-Pear Pizza,italian,37.72,183.99,64.54,1467.7
dash,Bloody Marys,french,10.36,42.54,2.9,237.7
dash,Sauteed Bananas with Tangy Sweet Cream,american,7.59,166.29,34.2,1003.3199999999999
